Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Costs_M
235.0,Synchrony Financial,SYF,Financials,Diversified Financials,yes,no,no,yes,1.0,yes,no,no,no,yes,18500.0,12709.0,17526.0,11.3,3016.0,-28.5,104564.0,Brian D. Doubles,U.S.,Stamford,CT,www.synchrony.com,Public,"Market value as of March 31, 2023.",12709.0,2023-06-05,
236.0,Principal Financial,PFG,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,20.0,yes,no,no,no,no,19300.0,18068.0,,22.6,4812.0,181.3,292240.0,Daniel J. Houston,U.S.,Des Moines,IA,www.principal.com,Public,"Market value as of March 31, 2023.",18068.0,2023-06-05,
237.0,Lumen Technologies,LUMN,Telecommunications,Telecommunications,no,no,yes,no,-58.0,no,yes,no,no,no,29000.0,2654.0,17478.0,-11.2,-1548.0,-176.1,45581.0,Kathleen E. Johnson,U.S.,Monroe,LA,www.lumen.com,Public,"Market value as of March 31, 2023.",2654.0,2023-06-05,19026.0
238.0,Corteva,CTVA,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,-1.0,no,yes,no,no,no,21000.0,42977.0,17455.0,11.5,1147.0,-34.8,42618.0,Charles V. Magro,U.S.,Indianapolis,IN,www.corteva.com,Public,"Market value as of March 31, 2023.",42977.0,2023-06-05,
239.0,Andersons,ANDE,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,56.0,yes,no,no,no,no,2244.0,1396.0,17351.0,36.3,131.0,26.1,4608.0,Patrick E. Bowe,U.S.,Maumee,OH,www.andersonsinc.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",1396.0,2023-06-05,
240.0,Lam Research,LRCX,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,10.0,yes,no,no,no,no,17700.0,71532.0,17227.0,17.8,,17.8,17196.0,Timothy M. Archer,U.S.,Fremont,CA,www.lamresearch.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",71532.0,2023-06-05,
241.0,Edison International,EIX,Energy,Utilities: Gas and Electric,yes,no,no,yes,2.0,yes,no,no,no,no,13110.0,27010.0,17220.0,15.5,612.0,-19.4,78041.0,Pedro J. Pizarro,U.S.,Rosemead,CA,www.edisoninvestor.com,Public,"Market value as of March 31, 2023.",27010.0,2023-06-05,
242.0,Dominion Energy,D,Energy,Utilities: Gas and Electric,yes,no,no,yes,15.0,yes,no,no,no,no,17200.0,46699.0,17174.0,20.8,994.0,-69.8,104243.0,Robert M. Blue,U.S.,Richmond,VA,www.dominionenergy.com,Public,"Market value as of March 31, 2023.",46699.0,2023-06-05,
,Booking Holdings,BKNG,Technology,Internet Services and Retailing,yes,no,no,yes,97.0,yes,no,no,no,no,21492.0,99859.0,17090.0,56.0,3058.0,162.5,25361.0,Glenn D. Fogel,U.S.,Norwalk,CT,www.bookingholdings.com,Public,"Market value as of March 31, 2023.",99859.0,2023-06-05,14032.0
244.0,Quanta Services,PWR,Engineering & Construction,Engineering & Construction,yes,no,no,yes,41.0,yes,no,no,no,no,47300.0,23996.0,17074.0,31.5,491.0,1.1,13464.0,Earl C. Austin Jr.,U.S.,Houston,TX,www.quantaservices.com,Public,"Market value as of March 31, 2023.",23996.0,2023-06-05,
245.0,Expeditors Intl. of Washington,EXPD,Transportation,Transportation and Logistics,yes,no,no,yes,-20.0,no,yes,no,no,no,20302.0,17009.0,17071.0,3.3,1357.0,-4.1,5590.0,Jeffrey S. Musser,U.S.,Seattle,WA,www.expeditors.com,Public,"Market value as of March 31, 2023.",17009.0,2023-06-05,
246.0,L3Harris Technologies,LHX,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,-40.0,no,yes,no,no,no,46000.0,37277.0,17062.0,-4.2,,-42.5,33524.0,Christopher E. Kubasik,U.S.,Melbourne,FL,www.l3harris.com,Public,"Market value as of March 31, 2023.",37277.0,2023-06-05,16000.0
247.0,Reliance Steel & Aluminum,RS,Materials,Metals,yes,no,yes,yes,14.0,yes,no,no,no,no,14750.0,15142.0,17025.0,20.8,1840.0,30.2,10330.0,Karla R. Lewis,U.S.,Scottsdale,AZ,www.rsac.com,Public,"Market value as of March 31, 2023.",15142.0,2023-06-05,
248.0,Live Nation Entertainment,LYV,Media,Entertainment,yes,no,no,yes,260.0,yes,no,yes,no,no,20550.0,16211.0,16681.0,166.1,296.0,,16461.0,Michael Rapino,U.S.,Beverly Hills,CA,www.livenationentertainment.com,Public,"Market value as of March 31, 2023.",16211.0,2023-06-05,
249.0,DISH Network,DISH,Telecommunications,Telecommunications,yes,no,no,no,-44.0,no,yes,no,no,no,14200.0,4956.0,16679.0,-6.7,2303.0,-4.5,52607.0,W. Erik Carlson,U.S.,Englewood,CO,www.dish.com,Public,"Market value as of March 31, 2023.",4956.0,2023-06-05,
250.0,DuPont,DD,Chemicals,Chemicals,yes,no,no,no,-37.0,no,yes,no,no,no,23000.0,32895.0,16549.0,-3.6,5868.0,-9.3,41355.0,Edward D. Breen,U.S.,Wilmington,DE,www.dupont.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",32895.0,2023-06-05,
251.0,Automatic Data Processing,ADP,Business Services,Diversified Outsourcing Services,yes,no,yes,yes,-9.0,no,yes,no,no,no,60000.0,92247.0,16498.0,9.9,2949.0,13.5,63068.0,Maria Black,U.S.,Roseland,NJ,www.adp.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",92247.0,2023-06-05,
252.0,Group 1 Automotive,GPI,Retailing,"Automotive Retailing, Services",yes,no,no,yes,21.0,yes,no,no,no,no,15491.0,3194.0,16412.0,18.9,752.0,36.1,6718.0,Daryl A. Kenningham,U.S.,Houston,TX,www.group1auto.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",3194.0,2023-06-05,15660.0
253.0,Aramark,ARMK,Business Services,Diversified Outsourcing Services,yes,no,no,yes,61.0,yes,no,no,no,no,273875.0,9326.0,16327.0,35.0,195.0,,15082.0,John J. Zillmer,U.S.,Philadelphia,PA,www.aramark.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",9326.0,2023-06-05,
,Thor Industries,THO,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,52.0,yes,no,no,no,no,32000.0,4262.0,16313.0,32.4,1138.0,72.4,7408.0,Robert W. Martin,U.S.,Elkhart,IN,www.thorindustries.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",4262.0,2023-06-05,15175.0
255.0,DXC Technology,DXC,Technology,Information Technology Services,yes,no,no,no,-48.0,no,yes,no,no,no,130000.0,5820.0,16265.0,-8.3,,,20139.0,Michael J. Salvino,U.S.,Ashburn,VA,www.dxc.technology,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",5820.0,2023-06-05,
256.0,Viatris,VTRS,Health Care,Pharmaceuticals,yes,no,no,no,-52.0,no,yes,no,no,no,37000.0,11513.0,16263.0,-9.1,2079.0,,50022.0,Scott A. Smith,U.S.,Canonsburg,PA,www.viatris.com,Public,"Market value as of March 31, 2023.",11513.0,2023-06-05,
257.0,Reinsurance Group of America,RGA,Financials,"Insurance: Life, Health (stock)",yes,no,yes,yes,-35.0,no,yes,no,no,no,3800.0,8876.0,16258.0,-2.4,623.0,1.0,84706.0,Anna Manning,U.S.,Chesterfield,MO,www.rgare.com,Public,"Market value as of March 31, 2023.",8876.0,2023-06-05,
258.0,AutoZone,AZO,Retailing,Specialty Retailers: Other,yes,no,no,yes,-9.0,no,yes,no,no,no,90720.0,45224.0,16252.0,11.1,2430.0,11.9,15275.0,William C. Rhodes III,U.S.,Memphis,TN,www.autozone.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",45224.0,2023-06-05,
259.0,PulteGroup,PHM,Engineering & Construction,Homebuilders,yes,no,no,yes,8.0,yes,no,no,no,yes,6524.0,13073.0,16229.0,16.5,2617.0,34.5,14797.0,Ryan R. Marshall,U.S.,Atlanta,GA,www.pultegroupinc.com,Public,"Market value as of March 31, 2023.",13073.0,2023-06-05,
260.0,Illinois Tool Works,ITW,Industrials,Industrial Machinery,yes,no,no,yes,-8.0,no,yes,no,no,no,46000.0,74209.0,15932.0,10.2,3034.0,12.6,15422.0,E. Scott Santi,U.S.,Glenview,IL,www.itw.com,Public,"Market value as of March 31, 2023.",74209.0,2023-06-05,
261.0,Parker-Hannifin,PH,Industrials,Industrial Machinery,yes,no,yes,yes,-8.0,no,yes,no,no,no,55090.0,43112.0,15862.0,10.6,1316.0,-24.7,25944.0,Jennifer A. Parmentier,U.S.,Cleveland,OH,www.parker.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",43112.0,2023-06-05,
262.0,BorgWarner,BWA,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,-18.0,no,yes,no,no,no,52700.0,11481.0,,6.5,944.0,75.8,16994.0,Frederic B. Lissalde,U.S.,Auburn Hills,MI,www.borgwarner.com,Public,"Market value as of March 31, 2023.",11481.0,2023-06-05,14857.0
263.0,Westlake,WLK,Chemicals,Chemicals,yes,no,no,yes,57.0,yes,no,no,no,no,15920.0,14812.0,15794.0,34.1,2247.0,11.5,20550.0,Albert Yuan Chao,U.S.,Houston,TX,www.westlake.com,Public,"Market value as of March 31, 2023.",14812.0,2023-06-05,
264.0,Consolidated Edison,ED,Energy,Utilities: Gas and Electric,yes,no,no,yes,12.0,yes,no,no,no,no,14319.0,33967.0,15670.0,14.6,1660.0,23.3,69065.0,Timothy P. Cawley,U.S.,New York,NY,www.conedison.com,Public,"Market value as of March 31, 2023.",33967.0,2023-06-05,
265.0,Gap,GPS,Retailing,Specialty Retailers: Apparel,no,no,no,no,-45.0,no,yes,no,no,no,95000.0,3693.0,15616.0,-6.3,,-178.9,11386.0,Richard Dickson,U.S.,San Francisco,CA,www.gapinc.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3693.0,2023-06-05,
266.0,Opendoor Technologies,OPEN,Technology,Internet Services and Retailing,no,no,yes,no,159.0,yes,no,no,no,no,2570.0,1131.0,15567.0,94.1,-1353.0,,6608.0,Carrie A. Wheeler,U.S.,Tempe,AZ,www.opendoor.com,Public,"Market value as of March 31, 2023.",1131.0,2023-06-05,
267.0,Nordstrom,JWN,Retailing,General Merchandisers,yes,no,no,no,-22.0,no,yes,no,no,no,60000.0,2606.0,15530.0,5.0,245.0,37.6,8745.0,Erik B. Nordstrom,U.S.,Seattle,WA,www.nordstrom.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2606.0,2023-06-05,
268.0,Asbury Automotive Group,ABG,Retailing,"Automotive Retailing, Services",yes,no,no,no,92.0,yes,no,no,no,no,13000.0,4557.0,15434.0,56.9,997.0,87.3,8021.0,David W. Hult,U.S.,Duluth,GA,www.asburyauto.com,Public,"Market value as of March 31, 2023.",4557.0,2023-06-05,
269.0,Ball,BALL,Materials,"Packaging, Containers",yes,no,no,no,3.0,yes,no,no,no,no,21000.0,17326.0,15349.0,11.1,719.0,-18.1,19909.0,Daniel W. Fisher,U.S.,Westminster,CO,www.ball.com,Public,"Market value as of March 31, 2023.",17326.0,2023-06-05,
270.0,Kellogg,K,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-12.0,no,yes,no,no,no,30000.0,22945.0,15315.0,8.0,960.0,-35.5,18496.0,Steven A. Cahillane,U.S.,Battle Creek,MI,www.kelloggcompany.com,Public,"Market value as of March 31, 2023.",22945.0,2023-06-05,
271.0,Xcel Energy,XEL,Energy,Utilities: Gas and Electric,yes,no,no,yes,7.0,yes,no,no,no,no,11982.0,37082.0,15310.0,14.0,1736.0,8.7,61188.0,Robert C. Frenzel,U.S.,Minneapolis,MN,www.xcelenergy.com,Public,"Market value as of March 31, 2023.",37082.0,2023-06-05,13574.0
272.0,W.W. Grainger,GWW,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,12.0,yes,no,no,no,yes,24500.0,34622.0,15228.0,16.9,1547.0,48.3,7588.0,D.G. Macpherson,U.S.,Lake Forest,IL,www.grainger.com,Public,"Market value as of March 31, 2023.",34622.0,2023-06-05,
273.0,Discover Financial Services,DFS,Financials,Commercial Banks,yes,no,no,yes,8.0,yes,no,no,no,yes,20200.0,25635.0,15202.0,15.0,4392.0,-19.4,131628.0,John B. Owen,U.S.,Riverwoods,IL,www.discover.com,Public,"Market value as of March 31, 2023.",25635.0,2023-06-05,
274.0,Baxter International,BAX,Health Care,Medical Products and Equipment,no,no,no,no,18.0,yes,no,no,no,no,60000.0,20504.0,15113.0,18.2,-2433.0,-289.5,28287.0,José E. Almeida,U.S.,Deerfield,IL,www.baxter.com,Public,"Market value as of March 31, 2023.",20504.0,2023-06-05,
275.0,Southwestern Energy,SWN,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,211.0,yes,no,no,no,no,1118.0,5506.0,15002.0,125.0,1849.0,,12926.0,William J. Way,U.S.,Spring,TX,www.swn.com,Public,"Market value as of March 31, 2023.",5506.0,2023-06-05,
276.0,DCP Midstream,DCP,Energy,Pipelines,yes,no,no,yes,68.0,yes,no,no,no,no,1910.0,8701.0,,40.0,,169.1,13334.0,Donald A. Baldridge,U.S.,Denver,CO,www.dcpmidstream.com,Public,"A partnership. Market value as of March 31, 2023.",8701.0,2023-06-05,
277.0,Jacobs Solutions,J,Engineering & Construction,Engineering & Construction,yes,no,no,yes,-15.0,no,yes,no,no,no,58350.0,14890.0,14923.0,5.9,,35.0,14660.0,Bob Pragada,U.S.,Dallas,TX,www.jacobs.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Reorganized as holding company, Aug. 29, 2022. Jacobs Engineering is now a subsidiary of the company. Market value as of March 31, 2023.",14890.0,2023-06-05,
278.0,Laboratory Corp. of America,LH,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,-48.0,no,yes,no,no,no,75200.0,20304.0,,-7.7,1279.0,-46.2,20155.0,Adam H. Schechter,U.S.,Burlington,NC,www.labcorp.com,Public,"Market value as of March 31, 2023.",20304.0,2023-06-05,
279.0,CSX,CSX,Transportation,Railroads,yes,no,no,yes,19.0,yes,no,no,no,no,22542.0,61330.0,14853.0,18.6,4166.0,10.2,41912.0,Joseph R. Hinrichs,U.S.,Jacksonville,FL,www.csx.com,Public,"Market value as of March 31, 2023.",61330.0,2023-06-05,
280.0,J.B. Hunt Transport Services,JBHT,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,31.0,yes,no,no,no,no,37151.0,18208.0,14814.0,21.7,969.0,27.4,7787.0,John N. Roberts III,U.S.,Lowell,AR,www.jbhunt.com,Public,"Market value as of March 31, 2023.",18208.0,2023-06-05,
281.0,Guardian Life Ins. Co. of America,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,no,-34.0,no,yes,no,no,no,8025.0,,,,71.0,-75.4,91620.0,Andrew J. McMahon,U.S.,New York,NY,www.guardianlife.com,Private,"Market value as of March 31, 2021.",,2023-06-05,
282.0,Jackson Financial,JXN,Financials,"Insurance: Life, Health (stock)",yes,no,yes,yes,113.0,yes,no,no,no,no,3435.0,3078.0,14551.0,57.4,5697.0,79.0,311058.0,Laura L. Prieskorn,U.S.,Lansing,MI,www.jackson.com,Public,"Market value as of March 31, 2023.",3078.0,2023-06-05,
283.0,Fidelity National Information Services,FIS,Business Services,Financial Data Services,no,no,yes,yes,-15.0,no,yes,no,no,no,69000.0,32160.0,14528.0,4.7,-16720.0,-4109.6,63278.0,Stephanie L. Ferris,U.S.,Jacksonville,FL,www.fisglobal.com,Public,"Market value as of March 31, 2023.",32160.0,2023-06-05,31248.0
284.0,Berry Global Group,BERY,Materials,"Packaging, Containers",yes,no,no,no,-13.0,no,yes,no,no,no,46000.0,7151.0,14495.0,4.7,766.0,4.5,16956.0,Thomas E. Salmon,U.S.,Evansville,IN,www.berryglobal.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",7151.0,2023-06-05,
285.0,Sempra,SRE,Energy,Utilities: Gas and Electric,yes,no,no,yes,3.0,yes,no,no,no,no,15785.0,47563.0,14439.0,12.3,2138.0,62.3,78574.0,Jeffrey W. Martin,U.S.,San Diego,CA,www.sempra.com,Public,"Market value as of March 31, 2023.",47563.0,2023-06-05,
286.0,IQVIA Holdings,IQV,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,-17.0,no,yes,no,no,no,86000.0,37022.0,14410.0,3.9,1091.0,12.9,25337.0,Ari Bousbib,U.S.,Durham,NC,www.iqvia.com,Public,"Market value as of March 31, 2023.",37022.0,2023-06-05,13319.0
287.0,O'Reilly Automotive,ORLY,Retailing,Specialty Retailers: Other,yes,no,no,yes,-8.0,no,yes,no,no,no,79679.0,52269.0,14410.0,8.1,2173.0,0.4,12628.0,Gregory D. Johnson,U.S.,Springfield,MO,www.oreillyauto.com,Public,"Market value as of March 31, 2023.",52269.0,2023-06-05,
288.0,Leidos Holdings,LDOS,Technology,Information Technology Services,yes,no,no,yes,-14.0,no,yes,no,no,no,45000.0,12630.0,14396.0,4.8,685.0,-9.0,13071.0,Thomas A. Bell,U.S.,Reston,VA,www.leidos.com,Public,"Market value as of March 31, 2023.",12630.0,2023-06-05,
289.0,Ameriprise Financial,AMP,Financials,Diversified Financials,yes,no,no,yes,-12.0,no,yes,no,no,no,13500.0,32228.0,14347.0,6.7,2559.0,-7.3,158468.0,James M. Cracchiolo,U.S.,Minneapolis,MN,www.ameriprise.com,Public,"Market value as of March 31, 2023.",32228.0,2023-06-05,11788.0
290.0,Omnicom Group,OMC,Business Services,"Advertising, marketing",yes,no,no,yes,-35.0,no,yes,no,no,no,74200.0,19001.0,,,1317.0,-6.5,27003.0,John D. Wren,U.S.,New York,NY,www.omnicomgroup.com,Public,"Market value as of March 31, 2023.",19001.0,2023-06-05,12972.0
291.0,Tractor Supply,TSCO,Retailing,Specialty Retailers: Other,yes,no,no,yes,3.0,yes,no,no,no,no,36500.0,25830.0,14205.0,11.6,1089.0,9.2,8490.0,Harry A. Lawton III,U.S.,Brentwood,TN,www.tractorsupply.com,Public,"Market value as of March 31, 2023.",25830.0,2023-06-05,
292.0,Corning,GLW,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-29.0,no,yes,no,no,no,57500.0,29890.0,14189.0,0.8,1316.0,-31.0,29499.0,Wendell P. Weeks,U.S.,Corning,NY,www.corning.com,Public,"Market value as of March 31, 2023.",29890.0,2023-06-05,12873.0
293.0,Ecolab,ECL,Chemicals,Chemicals,yes,no,no,no,,,,no,no,no,47000.0,47121.0,,11.4,1092.0,-3.4,21464.0,Christophe Beck,U.S.,St. Paul,MN,www.ecolab.com,Public,"Market value as of March 31, 2023.",47121.0,2023-06-05,
294.0,Icahn Enterprises,IEP,Financials,Diversified Financials,no,no,no,yes,34.0,yes,no,no,no,no,20041.0,18283.0,14101.0,24.5,,,27914.0,David Willetts,U.S.,Sunny Isles Beach,FL,www.ielp.com,Public,"Excise taxes have been deducted. A partnership. Market value as of March 31, 2023.",18283.0,2023-06-05,
295.0,Farmers Insurance Exchange,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,no,-31.0,no,yes,no,no,no,11344.0,,14092.0,0.3,-314.0,,22979.0,Raul Vargas,U.S.,Woodland Hills,CA,www.farmers.com,Private,"Market value as of March 31, 2021.",,2023-06-05,
296.0,Keurig Dr Pepper,KDP,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,,,,no,no,no,28000.0,49620.0,14057.0,10.8,1436.0,-33.1,51837.0,Robert J. Gamgort,U.S.,Burlington,MA,www.keurigdrpepper.com,Public,"Market value as of March 31, 2023.",49620.0,2023-06-05,12621.0
297.0,Loews,L,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-51.0,no,yes,no,no,no,12050.0,13395.0,,-4.2,1012.0,-35.9,75494.0,James S. Tisch,U.S.,New York,NY,www.loews.com,Public,"Market value as of March 31, 2023.",13395.0,2023-06-05,
298.0,Equitable Holdings,EQH,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,38.0,yes,no,no,no,no,10250.0,9186.0,14017.0,27.0,1785.0,,253468.0,Mark Pearson,U.S.,New York,NY,www.equitableholdings.com,Public,"Market value as of March 31, 2023.",9186.0,2023-06-05,
299.0,Sonic Automotive,SAH,-,"Automotive Retailing, Services",yes,no,no,yes,1.0,yes,no,no,no,no,10300.0,1930.0,14001.0,12.9,89.0,-74.6,4978.0,David Bruton Smith,U.S.,Charlotte,NC,www.sonicautomotive.com,Public,"Market value as of March 31, 2023.",1930.0,2023-06-05,
300.0,Fox,FOXA,Media,Entertainment,yes,no,no,yes,-13.0,no,yes,no,no,no,10600.0,17551.0,,8.3,,-44.0,22185.0,Lachlan K. Murdoch,U.S.,New York,NY,www.foxcorporation.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",17551.0,2023-06-05,
301.0,American Family Insurance Group,,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-50.0,no,yes,no,no,no,12990.0,,13814.0,-5.5,-1904.0,-359.3,36088.0,William Westrate,U.S.,Madison,WI,www.amfam.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,2023-06-05,
302.0,Entergy,ETR,Energy,Utilities: Gas and Electric,yes,no,no,no,19.0,yes,no,no,no,no,11707.0,22851.0,13764.0,17.2,1103.0,-1.4,58595.0,Andrew S. Marsh,U.S.,New Orleans,LA,www.entergy.com,Public,"Market value as of March 31, 2023.",22851.0,2023-06-05,
303.0,Fluor,FLR,Engineering & Construction,Engineering & Construction,yes,no,no,no,-44.0,no,yes,no,no,no,39576.0,4392.0,13744.0,-2.9,,,6827.0,David E. Constable,U.S.,Irving,TX,www.fluor.com,Public,"Market value as of March 31, 2023.",4392.0,2023-06-05,13599.0
304.0,Vistra,VST,Energy,Energy,no,no,no,no,11.0,yes,no,no,no,no,4910.0,9155.0,13728.0,13.7,-1227.0,,32787.0,James A. Burke,U.S.,Irving,TX,www.vistracorp.com,Public,"Market value as of March 31, 2023.",9155.0,2023-06-05,14955.0
305.0,State Street,STT,Financials,Commercial Banks,yes,no,no,yes,11.0,yes,no,no,no,no,42226.0,26074.0,13692.0,13.8,2774.0,3.0,301450.0,Ronald P. O&#039;Hanley,U.S.,Boston,MA,www.statestreet.com,Public,"Market value as of March 31, 2023.",26074.0,2023-06-05,10918.0
306.0,Otis Worldwide,OTIS,Industrials,Industrial Machinery,yes,no,yes,no,-52.0,no,yes,no,no,no,69000.0,35015.0,13685.0,-4.3,1253.0,0.6,9819.0,Judith F. Marks,U.S.,Farmington,CT,www.otis.com,Public,"Market value as of March 31, 2023.",35015.0,2023-06-05,
307.0,Peter Kiewit Sons',,-,Engineering & Construction,yes,no,no,no,6.0,yes,no,no,no,no,25700.0,,13663.0,12.5,,-5.7,7220.0,Rick Lanoha,U.S.,Omaha,NE,www.kiewit.com,Private,"Market value as of March 31, 2021.",,2023-06-05,
308.0,Carvana,CVNA,Retailing,"Automotive Retailing, Services",no,yes,no,no,-18.0,no,yes,no,no,no,16600.0,1761.0,,6.2,,,8698.0,Ernest C. Garcia III,U.S.,Tempe,AZ,www.carvana.com,Public,"Market value as of March 31, 2023.",1761.0,2023-06-05,
309.0,Republic Services,RSG,Business Services,Waste Management,yes,no,no,yes,20.0,yes,no,no,no,no,40000.0,42763.0,13511.0,19.6,1488.0,15.3,29053.0,Jon Vander Ark,U.S.,Phoenix,AZ,www.republicservices.com,Public,"Market value as of March 31, 2023.",42763.0,2023-06-05,
310.0,AECOM,ACM,Engineering & Construction,Engineering & Construction,yes,no,no,no,-50.0,no,yes,no,no,no,50000.0,11716.0,13496.0,-4.4,311.0,79.4,11139.0,W. Troy Rudd,U.S.,Dallas,TX,www.aecom.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",11716.0,2023-06-05,13185.0
311.0,Universal Health Services,UHS,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-14.0,no,yes,no,no,no,82500.0,8982.0,13399.0,6.0,676.0,-31.9,13494.0,Marc D. Miller,U.S.,King of Prussia,PA,www.uhs.com,Public,"Market value as of March 31, 2023.",8982.0,2023-06-05,
312.0,Pacific Life,,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-46.0,no,yes,no,no,no,3950.0,,13360.0,-4.1,763.0,-30.8,199324.0,Darryl D. Button,U.S.,Newport Beach,CA,www.pacificlife.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,2023-06-05,
313.0,VMware,VMW,Technology,Computer Software,yes,no,no,yes,,,,yes,no,no,38300.0,53496.0,,3.9,1314.0,-27.8,31237.0,Raghu Raghuram,U.S.,Palo Alto,CA,www.vmware.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Spun off from Dell Technologies (2022 rank: 34), Nov. 1, 2022. Market value as of March 31, 2023.",53496.0,2023-06-05,
314.0,Western & Southern Financial Group,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,58.0,yes,no,no,no,no,2594.0,,13156.0,39.3,309.0,-14.4,69147.0,John F. Barrett,U.S.,Cincinnati,OH,www.westernsouthern.com,Private,"Market value as of March 31, 2021.",,2023-06-05,
315.0,MGM Resorts International,MGM,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,49.0,yes,no,no,no,no,66000.0,16564.0,13128.0,35.6,,17.4,45692.0,William J. Hornbuckle,U.S.,Las Vegas,NV,www.mgmresorts.com,Public,"Market value as of March 31, 2023.",16564.0,2023-06-05,
316.0,Casey's General Stores,CASY,Retailing,Specialty Retailers: Other,yes,no,no,yes,129.0,yes,no,no,no,no,31466.0,8066.0,12953.0,48.8,340.0,8.6,5506.0,Darren M. Rebelez,U.S.,Ankeny,IA,www.caseys.com,Public,"Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",8066.0,2023-06-05,
317.0,Crown Holdings,CCK,Materials,"Packaging, Containers",yes,no,no,no,-31.0,no,yes,no,no,no,26000.0,9934.0,12943.0,-0.3,727.0,,14301.0,Timothy J. Donahue,U.S.,Tampa,FL,www.crowncork.com,Public,"Market value as of March 31, 2023.",9934.0,2023-06-05,
318.0,Textron,TXT,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,-16.0,no,yes,no,no,no,34000.0,14385.0,12869.0,3.9,861.0,15.4,16293.0,Scott C. Donnelly,U.S.,Providence,RI,www.textron.com,Public,"Market value as of March 31, 2023.",14385.0,2023-06-05,
319.0,LKQ,LKQ,-,Wholesalers: Diversified,yes,no,no,no,-36.0,no,yes,no,no,no,45000.0,15171.0,,-2.3,1149.0,5.3,12038.0,Dominick P. Zarcone,U.S.,Chicago,IL,www.lkqcorp.com,Public,"Market value as of March 31, 2023.",15171.0,2023-06-05,11645.0
320.0,Norfolk Southern,NSC,Transportation,Railroads,yes,no,no,yes,12.0,yes,no,no,no,no,19300.0,48257.0,,14.4,3270.0,8.8,38885.0,Alan H. Shaw,U.S.,Atlanta,GA,www.norfolksouthern.com,Public,"Market value as of March 31, 2023.",48257.0,2023-06-05,9475.0
